SKU,Catalogue Code,Product Name,Category,Brand,Sale Price,RRP,Product Features,Marketing Text,Category Marketing Text,Width,Depth,Height,Product Weight (kg),Material,Finish,Colour,Bespoke Fabric Product,Seat Width,Seat Depth,Seat Height,Back Type,Back Width,Back Height,Arms Included,Arm Type,Arms Removable,Arms Width,Arms Height,Mech: Gas Height Adjustment,Headrest Included,Headrest Type,Adjustable Headrest,Height Adjustable Back,Mech: Permanent Contact Backrest,Mech: Independent Seat & Back,Integral Lumbar Support,Adjustable Lumbar Support,Mech: Seat Slide,Mech: Seat Angle Adjustment,Mech: Seat Depth Adjustment,Mech: Synchro Tilt,Mech: Infinite Lock Mechanism,Mech: Lock Tilt Motion,Mech: Knee Tilt,Mech: Anti-Shock,Mech: Tilt Tension Adjustment,Mech: Auto Tilt Tensioner,Recommended Usage (Hours),Stackable,Maximum Weight Capacity (kg),Seat Colour,Back Colour,Frame Colour,Seat Material,Back Material,Frame Material,MOQ,Standard Delivery Time,Product Returnable,Self Assembly,Next Day Cost,7-10 Day Install Cost,3-5 Day Prebuild Cost,Next Day Prebuild Cost,Mechanical Components Guarantee,Fabric and Foam Guarantee,Country of Origin,Test Certificates,Add-On 1,Add-On 2,Add-On 3,Add-On 4,Add-On 5,Add-On 6,Add-On 7,Add-On 8,Commodity Code,ISPC Code,EAN Barcode,Last Updated
KCUP1556,,Brunswick Deluxe Black Fabric Back Black Frame Bespoke Colour Seat Bergamot Cherry With Arms,Visitor,Brunswick,Deluxe,268, Generously Sized  Deep Padded Seat Pad  Contoured backrest  Lightweight robust frame  Intergrated Polyurethane Armrests  Stackable up to 4 high,"Make meetings a pleasure with the generously proportioned Brunswick Deluxe chair with its extra large backrest, deeply upholstered big seat and stylish wave shaped armrests.","Bring a fresh, vibrant look to your office with our bespoke fabric options.  Hand-stitched and upholstered by our UK based team of professionals in a range of stunning fabrics including our Fast-Track pre-priced service.",620,510,830,14,Fabric & Chrome Metal,Bergamot Cherry & Black,Bergamot Cherry & Black,true,480,480,480,Medium,470,380,true,Fixed,false,490,680,false,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,true,115,Bergamot Cherry,Black,Black,Fabric,Fabric,Chrome Metal,1,7-Oct,No,Yes,,15.95,15,,3 Years,1 Year,China ,Bespoke Seat Fabric: BS 7176 Low Hazard; EN 1021-1; EN 1021-2.,,,,,,,,,94017100,60261,5.05631E+12,03/06/2024
KCUP1557,,Brunswick Deluxe Black Fabric Back Black Frame Bespoke Colour Seat Ginseng Chilli With Arms,Visitor,Brunswick,Deluxe,268, Generously Sized  Deep Padded Seat Pad  Contoured backrest  Lightweight robust frame  Intergrated Polyurethane Armrests  Stackable up to 4 high,"Make meetings a pleasure with the generously proportioned Brunswick Deluxe chair with its extra large backrest, deeply upholstered big seat and stylish wave shaped armrests.","Bring a fresh, vibrant look to your office with our bespoke fabric options.  Hand-stitched and upholstered by our UK based team of professionals in a range of stunning fabrics including our Fast-Track pre-priced service.",620,510,830,14,Fabric & Chrome Metal,Ginseng Chilli & Black,Ginseng Chilli & Black,true,480,480,480,Medium,470,380,true,Fixed,false,490,680,false,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,true,115,Ginseng Chilli,Black,Black,Fabric,Fabric,Chrome Metal,1,7-Oct,No,Yes,,15.95,15,,3 Years,1 Year,China ,Bespoke Seat Fabric: BS 7176 Low Hazard; EN 1021-1; EN 1021-2.,,,,,,,,,94017100,60261,5.05631E+12,03/06/2024
KCUP1558,,Brunswick Deluxe Black Fabric Back Black Frame Bespoke Colour Seat Maringa Teal With Arms,Visitor,Brunswick,Deluxe,268, Generously Sized  Deep Padded Seat Pad  Contoured backrest  Lightweight robust frame  Intergrated Polyurethane Armrests  Stackable up to 4 high,"Make meetings a pleasure with the generously proportioned Brunswick Deluxe chair with its extra large backrest, deeply upholstered big seat and stylish wave shaped armrests.","Bring a fresh, vibrant look to your office with our bespoke fabric options.  Hand-stitched and upholstered by our UK based team of professionals in a range of stunning fabrics including our Fast-Track pre-priced service.",620,510,830,14,Fabric & Chrome Metal,Maringa Teal & Black,Maringa Teal & Black,true,480,480,480,Medium,470,380,true,Fixed,false,490,680,false,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,true,115,Maringa Teal,Black,Black,Fabric,Fabric,Chrome Metal,1,7-Oct,No,Yes,,15.95,15,,3 Years,1 Year,China ,Bespoke Seat Fabric: BS 7176 Low Hazard; EN 1021-1; EN 1021-2.,,,,,,,,,94017100,60261,5.05631E+12,03/06/2024
KCUP1559,,Brunswick Deluxe Black Fabric Back Black Frame Bespoke Colour Seat Myrrh Green With Arms,Visitor,Brunswick,Deluxe,268, Generously Sized  Deep Padded Seat Pad  Contoured backrest  Lightweight robust frame  Intergrated Polyurethane Armrests  Stackable up to 4 high,"Make meetings a pleasure with the generously proportioned Brunswick Deluxe chair with its extra large backrest, deeply upholstered big seat and stylish wave shaped armrests.","Bring a fresh, vibrant look to your office with our bespoke fabric options.  Hand-stitched and upholstered by our UK based team of professionals in a range of stunning fabrics including our Fast-Track pre-priced service.",620,510,830,14,Fabric & Chrome Metal,Myrrh Green & Black,Myrrh Green & Black,true,480,480,480,Medium,470,380,true,Fixed,false,490,680,false,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,true,115,Myrrh Green,Black,Black,Fabric,Fabric,Chrome Metal,1,7-Oct,No,Yes,,15.95,15,,3 Years,1 Year,China ,Bespoke Seat Fabric: BS 5852 Ignition Source 5 (Crib 5); EN 1021-1; EN 1021-2.,,,,,,,,,94017100,60261,5.05631E+12,03/06/2024
KCUP1560,,Brunswick Deluxe Black Fabric Back Black Frame Bespoke Colour Seat Senna Yellow With Arms,Visitor,Brunswick,Deluxe,268, Generously Sized  Deep Padded Seat Pad  Contoured backrest  Lightweight robust frame  Intergrated Polyurethane Armrests  Stackable up to 4 high,"Make meetings a pleasure with the generously proportioned Brunswick Deluxe chair with its extra large backrest, deeply upholstered big seat and stylish wave shaped armrests.","Bring a fresh, vibrant look to your office with our bespoke fabric options.  Hand-stitched and upholstered by our UK based team of professionals in a range of stunning fabrics including our Fast-Track pre-priced service.",620,510,830,14,Fabric & Chrome Metal,Senna Yellow & Black,Senna Yellow & Black,true,480,480,480,Medium,470,380,true,Fixed,false,490,680,false,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,true,115,Senna Yellow,Black,Black,Fabric,Fabric,Chrome Metal,1,7-Oct,No,Yes,,15.95,15,,3 Years,1 Year,China ,Bespoke Seat Fabric: BS 7176 Low Hazard; EN 1021-1; EN 1021-2.,,,,,,,,,94017100,60261,5.05631E+12,03/06/2024
KCUP1561,,Brunswick Deluxe Black Fabric Back Black Frame Bespoke Colour Seat Stevia Blue With Arms,Visitor,Brunswick,Deluxe,268, Generously Sized  Deep Padded Seat Pad  Contoured backrest  Lightweight robust frame  Intergrated Polyurethane Armrests  Stackable up to 4 high,"Make meetings a pleasure with the generously proportioned Brunswick Deluxe chair with its extra large backrest, deeply upholstered big seat and stylish wave shaped armrests.","Bring a fresh, vibrant look to your office with our bespoke fabric options.  Hand-stitched and upholstered by our UK based team of professionals in a range of stunning fabrics including our Fast-Track pre-priced service.",620,510,830,14,Fabric & Chrome Metal,Stevia Blue & Black,Stevia Blue & Black,true,480,480,480,Medium,470,380,true,Fixed,false,490,680,false,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,true,115,Stevia Blue,Black,Black,Fabric,Fabric,Chrome Metal,1,7-Oct,No,Yes,,15.95,15,,3 Years,1 Year,China ,Bespoke Seat Fabric: BS 7176 Low Hazard; EN 1021-1; EN 1021-2.,,,,,,,,,94017100,60261,5.05631E+12,03/06/2024
KCUP1562,,Brunswick Deluxe Black Fabric Back Black Frame Bespoke Colour Seat Tabasco Orange With Arms,Visitor,Brunswick,Deluxe,268, Generously Sized  Deep Padded Seat Pad  Contoured backrest  Lightweight robust frame  Intergrated Polyurethane Armrests  Stackable up to 4 high,"Make meetings a pleasure with the generously proportioned Brunswick Deluxe chair with its extra large backrest, deeply upholstered big seat and stylish wave shaped armrests.","Bring a fresh, vibrant look to your office with our bespoke fabric options.  Hand-stitched and upholstered by our UK based team of professionals in a range of stunning fabrics including our Fast-Track pre-priced service.",620,510,830,14,Fabric & Chrome Metal,Tabasco Orange & Black,Tabasco Orange & Black,true,480,480,480,Medium,470,380,true,Fixed,false,490,680,false,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,true,115,Tabasco Orange,Black,Black,Fabric,Fabric,Chrome Metal,1,7-Oct,No,Yes,,15.95,15,,3 Years,1 Year,China ,Bespoke Seat Fabric: BS 5852 Ignition Source 5 (Crib 5); EN 1021-1; EN 1021-2.,,,,,,,,,94017100,60261,5.05631E+12,03/06/2024
KCUP1563,,Brunswick Deluxe Black Fabric Back Black Frame Bespoke Colour Seat Tansy Purple With Arms,Visitor,Brunswick,Deluxe,268, Generously Sized  Deep Padded Seat Pad  Contoured backrest  Lightweight robust frame  Intergrated Polyurethane Armrests  Stackable up to 4 high,"Make meetings a pleasure with the generously proportioned Brunswick Deluxe chair with its extra large backrest, deeply upholstered big seat and stylish wave shaped armrests.","Bring a fresh, vibrant look to your office with our bespoke fabric options.  Hand-stitched and upholstered by our UK based team of professionals in a range of stunning fabrics including our Fast-Track pre-priced service.",620,510,830,14,Fabric & Chrome Metal,Tansy Purple & Black,Tansy Purple & Black,true,480,480,480,Medium,470,380,true,Fixed,false,490,680,false,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,true,115,Tansy Purple,Black,Black,Fabric,Fabric,Chrome Metal,1,7-Oct,No,Yes,,15.95,15,,3 Years,1 Year,China ,Bespoke Seat Fabric: BS 7176 Low Hazard; EN 1021-1; EN 1021-2.,,,,,,,,,94017100,60261,5.05631E+12,03/06/2024
KCUP1564,,Brunswick Deluxe Black Fabric Back Chrome Frame Bespoke Colour Seat Bergamot Cherry With Arms,Visitor,Brunswick,Deluxe,284, Generously Sized  Deep Padded Seat Pad  Contoured backrest  Lightweight robust frame  Intergrated Polyurethane Armrests  Stackable up to 4 high,"Make meetings a pleasure with the generously proportioned Brunswick Deluxe chair with its extra large backrest, deeply upholstered big seat and stylish wave shaped armrests.","Bring a fresh, vibrant look to your office with our bespoke fabric options.  Hand-stitched and upholstered by our UK based team of professionals in a range of stunning fabrics including our Fast-Track pre-priced service.",620,510,830,14,Fabric & Chrome Metal,Bergamot Cherry & Black & Chrome,Bergamot Cherry & Black & Chrome,true,480,480,480,Medium,470,380,true,Fixed,false,490,680,false,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,true,115,Bergamot Cherry,Black,Chrome,Fabric,Fabric,Chrome Metal,1,7-Oct,No,Yes,,15.95,15,,3 Years,1 Year,China ,Bespoke Seat Fabric: BS 7176 Low Hazard; EN 1021-1; EN 1021-2,,,,,,,,,94017100,60261,5.05631E+12,03/06/2024
KCUP1565,,Brunswick Deluxe Black Fabric Back Chrome Frame Bespoke Colour Seat Ginseng Chilli With Arms,Visitor,Brunswick,Deluxe,284, Generously Sized  Deep Padded Seat Pad  Contoured backrest  Lightweight robust frame  Intergrated Polyurethane Armrests  Stackable up to 4 high,"Make meetings a pleasure with the generously proportioned Brunswick Deluxe chair with its extra large backrest, deeply upholstered big seat and stylish wave shaped armrests.","Bring a fresh, vibrant look to your office with our bespoke fabric options.  Hand-stitched and upholstered by our UK based team of professionals in a range of stunning fabrics including our Fast-Track pre-priced service.",620,510,830,14,Fabric & Chrome Metal,Ginseng Chilli & Black & Chrome,Ginseng Chilli & Black & Chrome,true,480,480,480,Medium,470,380,true,Fixed,false,490,680,false,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,true,115,Ginseng Chilli,Black,Chrome,Fabric,Fabric,Chrome Metal,1,7-Oct,No,Yes,,15.95,15,,3 Years,1 Year,China ,Bespoke Seat Fabric: BS 7176 Low Hazard; EN 1021-1; EN 1021-2,,,,,,,,,94017100,60261,5.05631E+12,03/06/2024
KCUP1566,,Brunswick Deluxe Black Fabric Back Chrome Frame Bespoke Colour Seat Maringa Teal With Arms,Visitor,Brunswick,Deluxe,284, Generously Sized  Deep Padded Seat Pad  Contoured backrest  Lightweight robust frame  Intergrated Polyurethane Armrests  Stackable up to 4 high,"Make meetings a pleasure with the generously proportioned Brunswick Deluxe chair with its extra large backrest, deeply upholstered big seat and stylish wave shaped armrests.","Bring a fresh, vibrant look to your office with our bespoke fabric options.  Hand-stitched and upholstered by our UK based team of professionals in a range of stunning fabrics including our Fast-Track pre-priced service.",620,510,830,14,Fabric & Chrome Metal,Maringa Teal & Black & Chrome,Maringa Teal & Black & Chrome,true,480,480,480,Medium,470,380,true,Fixed,false,490,680,false,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,true,115,Maringa Teal,Black,Chrome,Fabric,Fabric,Chrome Metal,1,7-Oct,No,Yes,,15.95,15,,3 Years,1 Year,China ,Bespoke Seat Fabric: BS 7176 Low Hazard; EN 1021-1; EN 1021-2,,,,,,,,,94017100,60261,5.05631E+12,03/06/2024
KCUP1567,,Brunswick Deluxe Black Fabric Back Chrome Frame Bespoke Colour Seat Myrrh Green With Arms,Visitor,Brunswick,Deluxe,284, Generously Sized  Deep Padded Seat Pad  Contoured backrest  Lightweight robust frame  Intergrated Polyurethane Armrests  Stackable up to 4 high,"Make meetings a pleasure with the generously proportioned Brunswick Deluxe chair with its extra large backrest, deeply upholstered big seat and stylish wave shaped armrests.","Bring a fresh, vibrant look to your office with our bespoke fabric options.  Hand-stitched and upholstered by our UK based team of professionals in a range of stunning fabrics including our Fast-Track pre-priced service.",620,510,830,14,Fabric & Chrome Metal,Myrrh Green & Black & Chrome,Myrrh Green & Black & Chrome,true,480,480,480,Medium,470,380,true,Fixed,false,490,680,false,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,true,115,Myrrh Green,Black,Chrome,Fabric,Fabric,Chrome Metal,1,7-Oct,No,Yes,,15.95,15,,3 Years,1 Year,China ,Bespoke Seat Fabric: BS 5852 Ignition Source 5 (Crib 5); EN 1021-1; EN 1021-2.,,,,,,,,,94017100,60261,5.05631E+12,03/06/2024
KCUP1568,,Brunswick Deluxe Black Fabric Back Chrome Frame Bespoke Colour Seat Senna Yellow With Arms,Visitor,Brunswick,Deluxe,284, Generously Sized  Deep Padded Seat Pad  Contoured backrest  Lightweight robust frame  Intergrated Polyurethane Armrests  Stackable up to 4 high,"Make meetings a pleasure with the generously proportioned Brunswick Deluxe chair with its extra large backrest, deeply upholstered big seat and stylish wave shaped armrests.","Bring a fresh, vibrant look to your office with our bespoke fabric options.  Hand-stitched and upholstered by our UK based team of professionals in a range of stunning fabrics including our Fast-Track pre-priced service.",620,510,830,14,Fabric & Chrome Metal,Senna Yellow & Black & Chrome,Senna Yellow & Black & Chrome,true,480,480,480,Medium,470,380,true,Fixed,false,490,680,false,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,true,115,Senna Yellow,Black,Chrome,Fabric,Fabric,Chrome Metal,1,7-Oct,No,Yes,,15.95,15,,3 Years,1 Year,China ,Bespoke Seat Fabric: BS 7176 Low Hazard; EN 1021-1; EN 1021-2,,,,,,,,,94017100,60261,5.05631E+12,03/06/2024
KCUP1569,,Brunswick Deluxe Black Fabric Back Chrome Frame Bespoke Colour Seat Stevia Blue With Arms,Visitor,Brunswick,Deluxe,284, Generously Sized  Deep Padded Seat Pad  Contoured backrest  Lightweight robust frame  Intergrated Polyurethane Armrests  Stackable up to 4 high,"Make meetings a pleasure with the generously proportioned Brunswick Deluxe chair with its extra large backrest, deeply upholstered big seat and stylish wave shaped armrests.","Bring a fresh, vibrant look to your office with our bespoke fabric options.  Hand-stitched and upholstered by our UK based team of professionals in a range of stunning fabrics including our Fast-Track pre-priced service.",620,510,830,14,Fabric & Chrome Metal,Stevia Blue & Black & Chrome,Stevia Blue & Black & Chrome,true,480,480,480,Medium,470,380,true,Fixed,false,490,680,false,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,true,115,Stevia Blue,Black,Chrome,Fabric,Fabric,Chrome Metal,1,7-Oct,No,Yes,,15.95,15,,3 Years,1 Year,China ,Bespoke Seat Fabric: BS 7176 Low Hazard; EN 1021-1; EN 1021-2,,,,,,,,,94017100,60261,5.05631E+12,03/06/2024
KCUP1570,,Brunswick Deluxe Black Fabric Back Chrome Frame Bespoke Colour Seat Tabasco Orange With Arms,Visitor,Brunswick,Deluxe,284, Generously Sized  Deep Padded Seat Pad  Contoured backrest  Lightweight robust frame  Intergrated Polyurethane Armrests  Stackable up to 4 high,"Make meetings a pleasure with the generously proportioned Brunswick Deluxe chair with its extra large backrest, deeply upholstered big seat and stylish wave shaped armrests.","Bring a fresh, vibrant look to your office with our bespoke fabric options.  Hand-stitched and upholstered by our UK based team of professionals in a range of stunning fabrics including our Fast-Track pre-priced service.",620,510,830,14,Fabric & Chrome Metal,Tabasco Orange & Black & Chrome,Tabasco Orange & Black & Chrome,true,480,480,480,Medium,470,380,true,Fixed,false,490,680,false,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,true,115,Tabasco Orange,Black,Chrome,Fabric,Fabric,Chrome Metal,1,7-Oct,No,Yes,,15.95,15,,3 Years,1 Year,China ,Bespoke Seat Fabric: BS 5852 Ignition Source 5 (Crib 5); EN 1021-1; EN 1021-2.,,,,,,,,,94017100,60261,5.05631E+12,03/06/2024
KCUP1571,,Brunswick Deluxe Black Fabric Back Chrome Frame Bespoke Colour Seat Tansy Purple With Arms,Visitor,Brunswick,Deluxe,284, Generously Sized  Deep Padded Seat Pad  Contoured backrest  Lightweight robust frame  Intergrated Polyurethane Armrests  Stackable up to 4 high,"Make meetings a pleasure with the generously proportioned Brunswick Deluxe chair with its extra large backrest, deeply upholstered big seat and stylish wave shaped armrests.","Bring a fresh, vibrant look to your office with our bespoke fabric options.  Hand-stitched and upholstered by our UK based team of professionals in a range of stunning fabrics including our Fast-Track pre-priced service.",620,510,830,14,Fabric & Chrome Metal,Tansy Purple & Black & Chrome,Tansy Purple & Black & Chrome,true,480,480,480,Medium,470,380,true,Fixed,false,490,680,false,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,true,115,Tansy Purple,Black,Chrome,Fabric,Fabric,Chrome Metal,1,7-Oct,No,Yes,,15.95,15,,3 Years,1 Year,China ,Bespoke Seat Fabric: BS 7176 Low Hazard; EN 1021-1; EN 1021-2,,,,,,,,,94017100,60261,5.05631E+12,03/06/2024
KCUP1572,,Brunswick Deluxe Black Frame Bespoke Colour Back And Seat Bergamot Cherry With Arms,Visitor,Brunswick,Deluxe,301, Generously Sized  Deep Padded Seat Pad  Contoured backrest  Lightweight robust frame  Intergrated Polyurethane Armrests  Stackable up to 4 high,"Make meetings a pleasure with the generously proportioned Brunswick Deluxe chair with its extra large backrest, deeply upholstered big seat and stylish wave shaped armrests.","Bring a fresh, vibrant look to your office with our bespoke fabric options.  Hand-stitched and upholstered by our UK based team of professionals in a range of stunning fabrics including our Fast-Track pre-priced service.",620,510,830,14,Fabric & Chrome Metal,Bergamot Cherry & Black,Bergamot Cherry & Black,true,480,480,480,Medium,470,380,true,Fixed,false,490,680,false,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,true,115,Bergamot Cherry,Bergamot Cherry,Black,Fabric,Fabric,Chrome Metal,1,7-Oct,No,Yes,,15.95,15,,3 Years,1 Year,China ,Bespoke Fabric: BS 7176 Low Hazard; EN 1021-1; EN 1021-2.,,,,,,,,,94017100,60261,5.05631E+12,03/06/2024
KCUP1573,,Brunswick Deluxe Black Frame Bespoke Colour Back And Seat Ginseng Chilli With Arms,Visitor,Brunswick,Deluxe,301, Generously Sized  Deep Padded Seat Pad  Contoured backrest  Lightweight robust frame  Intergrated Polyurethane Armrests  Stackable up to 4 high,"Make meetings a pleasure with the generously proportioned Brunswick Deluxe chair with its extra large backrest, deeply upholstered big seat and stylish wave shaped armrests.","Bring a fresh, vibrant look to your office with our bespoke fabric options.  Hand-stitched and upholstered by our UK based team of professionals in a range of stunning fabrics including our Fast-Track pre-priced service.",620,510,830,14,Fabric & Chrome Metal,Ginseng Chilli & Black,Ginseng Chilli & Black,true,480,480,480,Medium,470,380,true,Fixed,false,490,680,false,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,true,115,Ginseng Chilli,Ginseng Chilli,Black,Fabric,Fabric,Chrome Metal,1,7-Oct,No,Yes,,15.95,15,,3 Years,1 Year,China ,Bespoke Fabric: BS 7176 Low Hazard; EN 1021-1; EN 1021-2.,,,,,,,,,94017100,60261,5.05631E+12,03/06/2024
KCUP1574,,Brunswick Deluxe Black Frame Bespoke Colour Back And Seat Maringa Teal With Arms,Visitor,Brunswick,Deluxe,301, Generously Sized  Deep Padded Seat Pad  Contoured backrest  Lightweight robust frame  Intergrated Polyurethane Armrests  Stackable up to 4 high,"Make meetings a pleasure with the generously proportioned Brunswick Deluxe chair with its extra large backrest, deeply upholstered big seat and stylish wave shaped armrests.","Bring a fresh, vibrant look to your office with our bespoke fabric options.  Hand-stitched and upholstered by our UK based team of professionals in a range of stunning fabrics including our Fast-Track pre-priced service.",620,510,830,14,Fabric & Chrome Metal,Maringa Teal & Black,Maringa Teal & Black,true,480,480,480,Medium,470,380,true,Fixed,false,490,680,false,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,true,115,Maringa Teal,Maringa Teal,Black,Fabric,Fabric,Chrome Metal,1,7-Oct,No,Yes,,15.95,15,,3 Years,1 Year,China ,Bespoke Fabric: BS 7176 Low Hazard; EN 1021-1; EN 1021-2.,,,,,,,,,94017100,60261,5.05631E+12,03/06/2024
KCUP1575,,Brunswick Deluxe Black Frame Bespoke Colour Back And Seat Myrrh Green With Arms,Visitor,Brunswick,Deluxe,301, Generously Sized  Deep Padded Seat Pad  Contoured backrest  Lightweight robust frame  Intergrated Polyurethane Armrests  Stackable up to 4 high,"Make meetings a pleasure with the generously proportioned Brunswick Deluxe chair with its extra large backrest, deeply upholstered big seat and stylish wave shaped armrests.","Bring a fresh, vibrant look to your office with our bespoke fabric options.  Hand-stitched and upholstered by our UK based team of professionals in a range of stunning fabrics including our Fast-Track pre-priced service.",620,510,830,14,Fabric & Chrome Metal,Myrrh Green & Black,Myrrh Green & Black,true,480,480,480,Medium,470,380,true,Fixed,false,490,680,false,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,true,115,Myrrh Green,Myrrh Green,Black,Fabric,Fabric,Chrome Metal,1,7-Oct,No,Yes,,15.95,15,,3 Years,1 Year,China ,Bespoke Fabric: BS 5852 Ignition Source 5 (Crib 5); EN 1021-1; EN 1021-2.,,,,,,,,,94017100,60261,5.05631E+12,03/06/2024
KCUP1576,,Brunswick Deluxe Black Frame Bespoke Colour Back And Seat Senna Yellow With Arms,Visitor,Brunswick,Deluxe,301, Generously Sized  Deep Padded Seat Pad  Contoured backrest  Lightweight robust frame  Intergrated Polyurethane Armrests  Stackable up to 4 high,"Make meetings a pleasure with the generously proportioned Brunswick Deluxe chair with its extra large backrest, deeply upholstered big seat and stylish wave shaped armrests.","Bring a fresh, vibrant look to your office with our bespoke fabric options.  Hand-stitched and upholstered by our UK based team of professionals in a range of stunning fabrics including our Fast-Track pre-priced service.",620,510,830,14,Fabric & Chrome Metal,Senna Yellow & Black,Senna Yellow & Black,true,480,480,480,Medium,470,380,true,Fixed,false,490,680,false,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,true,115,Senna Yellow,Senna Yellow,Black,Fabric,Fabric,Chrome Metal,1,7-Oct,No,Yes,,15.95,15,,3 Years,1 Year,China ,Bespoke Fabric: BS 7176 Low Hazard; EN 1021-1; EN 1021-2.,,,,,,,,,94017100,60261,5.05631E+12,03/06/2024
KCUP1577,,Brunswick Deluxe Black Frame Bespoke Colour Back And Seat Stevia Blue With Arms,Visitor,Brunswick,Deluxe,301, Generously Sized  Deep Padded Seat Pad  Contoured backrest  Lightweight robust frame  Intergrated Polyurethane Armrests  Stackable up to 4 high,"Make meetings a pleasure with the generously proportioned Brunswick Deluxe chair with its extra large backrest, deeply upholstered big seat and stylish wave shaped armrests.","Bring a fresh, vibrant look to your office with our bespoke fabric options.  Hand-stitched and upholstered by our UK based team of professionals in a range of stunning fabrics including our Fast-Track pre-priced service.",620,510,830,14,Fabric & Chrome Metal,Stevia Blue & Black,Stevia Blue & Black,true,480,480,480,Medium,470,380,true,Fixed,false,490,680,false,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,true,115,Stevia Blue,Stevia Blue,Black,Fabric,Fabric,Chrome Metal,1,7-Oct,No,Yes,,15.95,15,,3 Years,1 Year,China ,Bespoke Fabric: BS 7176 Low Hazard; EN 1021-1; EN 1021-2.,,,,,,,,,94017100,60261,5.05631E+12,03/06/2024
KCUP1578,,Brunswick Deluxe Black Frame Bespoke Colour Back And Seat Tabasco Orange With Arms,Visitor,Brunswick,Deluxe,301, Generously Sized  Deep Padded Seat Pad  Contoured backrest  Lightweight robust frame  Intergrated Polyurethane Armrests  Stackable up to 4 high,"Make meetings a pleasure with the generously proportioned Brunswick Deluxe chair with its extra large backrest, deeply upholstered big seat and stylish wave shaped armrests.","Bring a fresh, vibrant look to your office with our bespoke fabric options.  Hand-stitched and upholstered by our UK based team of professionals in a range of stunning fabrics including our Fast-Track pre-priced service.",620,510,830,14,Fabric & Chrome Metal,Tabasco Orange & Black,Tabasco Orange & Black,true,480,480,480,Medium,470,380,true,Fixed,false,490,680,false,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,true,115,Tabasco Orange,Tabasco Orange,Black,Fabric,Fabric,Chrome Metal,1,7-Oct,No,Yes,,15.95,15,,3 Years,1 Year,China ,Bespoke Fabric: BS 5852 Ignition Source 5 (Crib 5); EN 1021-1; EN 1021-2.,,,,,,,,,94017100,60261,5.05631E+12,03/06/2024
KCUP1579,,Brunswick Deluxe Black Frame Bespoke Colour Back And Seat Tansy Purple With Arms,Visitor,Brunswick,Deluxe,301, Generously Sized  Deep Padded Seat Pad  Contoured backrest  Lightweight robust frame  Intergrated Polyurethane Armrests  Stackable up to 4 high,"Make meetings a pleasure with the generously proportioned Brunswick Deluxe chair with its extra large backrest, deeply upholstered big seat and stylish wave shaped armrests.","Bring a fresh, vibrant look to your office with our bespoke fabric options.  Hand-stitched and upholstered by our UK based team of professionals in a range of stunning fabrics including our Fast-Track pre-priced service.",620,510,830,14,Fabric & Chrome Metal,Tansy Purple & Black,Tansy Purple & Black,true,480,480,480,Medium,470,380,true,Fixed,false,490,680,false,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,true,115,Tansy Purple,Tansy Purple,Black,Fabric,Fabric,Chrome Metal,1,7-Oct,No,Yes,,15.95,15,,3 Years,1 Year,China ,Bespoke Fabric: BS 7176 Low Hazard; EN 1021-1; EN 1021-2.,,,,,,,,,94017100,60261,5.05631E+12,03/06/2024
